id,likes,retweets
844223788422217728,12724,1994
843981021012017153,14157,2704
843856843873095681,20006,4179
843604394117681152,15745,2486
843235543001513987,20013,5431
842846295480000512,14249,3320
842765311967449089,6309,1178
842535590457499648,16957,3191
842163532590374912,22788,5277
842115215311396866,13064,2764
841833993020538882,0,13615
841680585030541313,24083,7175
841439858740625411,11769,3341
841320156043304961,18454,5034
841314665196081154,14782,4247
841077006473256960,21380,4898
840761248237133825,0,1622
840728873075638272,0,14632
840698636975636481,165,2
840696689258311684,11510,892
840632337062862849,8445,1622
840370681858686976,15370,4192
840268004936019968,17945,5236
839990271299457024,12565,2076
839549326359670784,25641,7099
839290600511926273,0,133
839239871831150596,25289,5958
838952994649550848,18412,3669
838921590096166913,10446,1859
838916489579200512,0,31
838831947270979586,0,10065
838561493054533637,10272,1234
838476387338051585,21030,4357
838201503651401729,0,9235
838150277551247360,1572,304
838085839343206401,133,1
838083903487373313,16509,2854
837820167694528512,31906,7175
837482249356513284,3618,409
837471256429613056,12014,2066
837110210464448512,15093,2185
836989968035819520,11981,2123
836753516572119041,18173,4276
836677758902222849,11871,2030
836648853927522308,0,509
836397794269200385,0,25163
836380477523124226,13936,2752
836260088725786625,20006,3990
836001077879255040,17941,3904
835685285446955009,0,7447
835574547218894849,16697,3308
835536468978302976,0,1549
835309094223372289,0,19226
835297930240217089,15471,2749
835264098648616962,7255,1549
835246439529840640,1992,63
835172783151792128,24626,5314
835152434251116546,21001,2767
834931633769889797,10130,1497
834786237630337024,20264,5121
834574053763584002,12842,2321
834477809192075265,0,9799
834458053273591808,9051,1554
750026558547456000,2536,721
750011400160841729,3019,821
749996283729883136,2840,758
749981277374128128,4788,2280
749774190421639168,4359,1214
749417653287129088,5702,1518
749403093750648834,2446,493
749395845976588288,7975,3161
749317047558017024,5108,2053
749075273010798592,5381,1894
749064354620928000,4509,1409
749036806121881602,2887,732
748977405889503236,10048,3139
748932637671223296,5422,2064
748705597323898880,2590,879
748699167502000129,4423,1460
748692773788876800,3963,1230
748575535303884801,5647,1815
748568946752774144,2053,611
748346686624440324,4866,1126
748337862848962560,7078,3744
748324050481647620,3463,696
748307329658011649,3448,656
748220828303695873,13163,7132
747963614829678593,5396,1962
747933425676525569,6184,2363
747885874273214464,2727,882
747844099428986880,2633,677
747816857231626240,4510,1061
747651430853525504,1275,144
747648653817413632,11996,5344
747600769478692864,2174,523
747594051852075008,3431,952
747512671126323200,5143,1479
747461612269887489,3605,950
747439450712596480,5046,1753
747242308580548608,0,2641
747219827526344708,4901,1444
747204161125646336,3132,833
747103485104099331,8908,3635
746906459439529985,2728,271
746872823977771008,5587,1953
746818907684614144,4957,1599
746790600704425984,4529,1468
746757706116112384,8866,3564
746726898085036033,5644,1643
746542875601690625,4701,1748
746521445350707200,0,901
746507379341139972,4347,991
746369468511756288,5778,1491
746131877086527488,6409,2007
746056683365994496,3331,743
745789745784041472,3682,967
745712589599014916,6519,2135
745433870967832576,6555,2316
745422732645535745,7961,2208
745314880350101504,6618,2487
745074613265149952,7291,3191
745057283344719872,6770,2058
744995568523612160,2750,570
744971049620602880,7318,2452
744709971296780288,5234,1443
744334592493166593,6348,1939
744234799360020481,145013,70826
744223424764059648,1532,327
743980027717509120,3906,1006
743895849529389061,3412,881
743835915802583040,0,1877
743609206067040256,4168,1270
743595368194129920,16995,5973
743545585370791937,3288,863
743510151680958465,7421,3425
743253157753532416,3935,1125
743222593470234624,5745,1745
743210557239623680,3562,1239
742534281772302336,6575,3287
742528092657332225,4115,1797
742465774154047488,6767,3613
742423170473463808,9118,3430
742385895052087300,6302,1780
742161199639494656,4012,1249
742150209887731712,4727,1404
741793263812808706,4221,1388
741743634094141440,7562,2507
741438259667034112,3426,749
741303864243200000,8149,2932
741099773336379392,9250,5035
741067306818797568,8879,2818
740995100998766593,5843,2478
740711788199743490,3154,866
740699697422163968,2653,710
740676976021798912,16866,6230
740373189193256964,32631,12154
740365076218183684,2256,390
740359016048689152,3053,798
740214038584557568,6196,1791
739979191639244800,18546,5391
739932936087216128,3764,988
739844404073074688,3537,792
739623569819336705,3504,1242
739606147276148736,5004,1497
739544079319588864,36533,19306
739485634323156992,6612,2647
739238157791694849,107345,52961
738891149612572673,91,6
738885046782832640,3504,1047
738883359779196928,3053,724
738537504001953792,4712,1402
738402415918125056,3019,744
738184450748633089,3987,1110
738166403467907072,8096,3045
738156290900254721,2294,587
737826014890496000,4843,1613
737800304142471168,9291,3179
737678689543020544,4641,1203
737445876994609152,9475,4076
737322739594330112,3330,737
737310737551491075,13558,6765
736736130620620800,3895,1545
736392552031657984,16380,6675
736365877722001409,3685,1119
736225175608430592,7506,2553
736010884653420544,7273,2711
735991953473572864,3304,1038
735648611367784448,3739,1017
735635087207878657,5684,2149
735274964362878976,12065,4556
735256018284875776,3075,804
735137028879360001,2884,886
734912297295085568,2550,472
734787690684657664,11593,5770
734776360183431168,2328,490
734559631394082816,1378,355
733828123016450049,3313,718
733822306246479872,3394,932
733482008106668032,2886,855
733460102733135873,3877,1142
733109485275860992,49436,15561
732732193018155009,2235,484
732726085725589504,3301,801
732585889486888962,3369,713
732375214819057664,7449,2290
732005617171337216,13726,4889
731285275100512256,3225,904
731156023742988288,3555,1146
730924654643314689,5659,1794
730573383004487680,4482,1920
730427201120833536,3210,943
730211855403241472,3510,960
730196704625098752,4454,1713
729854734790754305,3722,1019
729838605770891264,1606,339
729823566028484608,3666,1129
729463711119904772,5337,2101
729113531270991872,1745,288
728986383096946689,2900,742
728760639972315136,4308,1548
728751179681943552,2555,619
728653952833728512,3068,950
728409960103686147,4511,1829
728387165835677696,3432,880
728046963732717569,3952,1086
728035342121635841,4174,1516
728015554473250816,3799,993
727685679342333952,2738,577
727644517743104000,5407,1594
727524757080539137,4125,1090
727314416056803329,3074,673
727286334147182592,2837,748
727175381690781696,3606,1248
727155742655025152,3338,1202
726935089318363137,6326,2215
726887082820554753,3538,1373
726828223124897792,3314,921
726224900189511680,4091,1044
725842289046749185,6542,2427
725786712245440512,3858,1251
725729321944506368,4809,1613
725458796924002305,1308,558
724983749226668032,3452,1172
724771698126512129,2163,569
724405726123311104,4885,1517
724049859469295616,3992,1626
724046343203856385,2463,513
724004602748780546,3842,1396
723912936180330496,3600,1131
723688335806480385,7062,2652
723673163800948736,2796,816
723179728551723008,4878,1696
722974582966214656,3779,1444
722613351520608256,4591,1496
721503162398597120,4248,1650
721001180231503872,2352,552
720785406564900865,2868,700
720775346191278080,2263,572
720415127506415616,3812,1369
720389942216527872,5888,2271
720340705894408192,2632,882
720059472081784833,3570,1023
720043174954147842,4590,1822
719991154352222208,4497,1600
719704490224398336,4191,1302
719551379208073216,4664,1718
719367763014393856,2609,692
719339463458033665,4118,1123
719332531645071360,3187,861
718971898235854848,3217,986
718939241951195136,4817,1589
718631497683582976,17414,7260
718613305783398402,2264,431
718540630683709445,2246,927
718460005985447936,2514,480
718454725339934721,4519,1384
718246886998687744,1765,448
718234618122661888,3580,916
717841801130979328,2280,545
717790033953034240,2640,992
717537687239008257,5339,1667
717428917016076293,1481,408
717421804990701568,2900,761
717047459982213120,5821,1746
717009362452090881,2989,874
716802964044845056,3976,1053
716791146589110272,7763,1461
716730379797970944,1139,397
716447146686459905,12054,5333
716439118184652801,2205,191
716285507865542656,2565,969
716080869887381504,6271,1714
715928423106027520,2941,796
715758151270801409,3429,1294
715733265223708672,4304,1536
715704790270025728,2570,515
715696743237730304,3623,1171
715680795826982913,3984,1450
715360349751484417,5052,1415
715342466308784130,2799,627
715220193576927233,2224,591
715200624753819648,4765,1691
715009755312439296,3832,1107
714982300363173890,3444,937
714962719905021952,6772,3851
714957620017307648,3827,1286
714631576617938945,3022,901
714606013974974464,3358,834
714485234495041536,2463,1013
714258258790387713,2831,672
714251586676113411,3035,764
714214115368108032,2122,802
714141408463036416,4015,1285
713919462244790272,3053,725
713909862279876608,1755,487
713900603437621249,2625,665
713761197720473600,4475,1244
713411074226274305,4105,1191
713177543487135744,6670,2603
713175907180089344,4100,1338
712809025985978368,17608,6108
712717840512598017,11359,4524
712668654853337088,3841,1103
712438159032893441,4923,1423
712309440758808576,222,24
712097430750289920,3477,941
712092745624633345,2717,814
712085617388212225,3026,439
712065007010385924,2080,570
711998809858043904,0,122
711968124745228288,7439,2100
711743778164514816,2628,912
711732680602345472,8116,3706
711694788429553666,30359,16680
711652651650457602,3563,823
711363825979756544,3335,1021
711306686208872448,3063,681
711008018775851008,2754,560
710997087345876993,4228,1269
710844581445812225,2358,615
710833117892898816,2477,477
710658690886586372,2147,515
710609963652087808,4448,2166
710588934686908417,4187,1702
710296729921429505,2210,672
710283270106132480,2002,482
710272297844797440,4157,1146
710269109699739648,2205,1019
710153181850935296,2693,816
710140971284037632,2527,807
710117014656950272,5042,1787
709918798883774466,3239,997
709901256215666688,609,92
709852847387627521,3244,1093
709566166965075968,3264,1079
709556954897764353,3030,976
709519240576036864,1390,219
709449600415961088,2029,520
709409458133323776,2432,619
709225125749587968,2216,523
709207347839836162,11460,5207
709198395643068416,2275,591
709179584944730112,1862,612
709158332880297985,1882,367
709042156699303936,4353,1486
708853462201716736,1672,595
708845821941387268,2749,807
708834316713893888,1556,453
708810915978854401,15270,6277
708738143638450176,2550,744
708711088997666817,2346,643
708479650088034305,2348,620
708469915515297792,2864,733
708400866336894977,14711,9108
708356463048204288,3312,1202
708349470027751425,2195,678
708149363256774660,3997,1415
708130923141795840,3107,786
708119489313951744,2489,899
708109389455101952,1808,503
708026248782585858,4076,1755
707995814724026368,2881,1018
707983188426153984,45,2
707969809498152960,2495,870
707776935007539200,3015,875
707741517457260545,2295,558
707738799544082433,3744,2212
707693576495472641,3134,920
707629649552134146,2361,788
707610948723478529,15655,5748
707420581654872064,2077,637
707411934438625280,2122,547
707387676719185920,3228,1152
707377100785885184,3022,979
707315916783140866,2290,580
707297311098011648,2589,713
707059547140169728,2408,619
707038192327901184,2022,720
707021089608753152,3744,1227
707014260413456384,2122,546
706904523814649856,13479,7139
706901761596989440,1893,528
706681918348251136,3034,896
706644897839910912,2357,990
706593038911545345,1992,582
706538006853918722,3203,1300
706516534877929472,2883,934
706346369204748288,3184,845
706310011488698368,19600,7165
706291001778950144,1573,439
706265994973601792,2525,852
706169069255446529,3602,2007
706166467411222528,4751,1460
706153300320784384,1365,346
705975130514706432,2870,667
705970349788291072,2936,801
705898680587526145,2196,498
705786532653883392,1800,469
705591895322394625,2926,1036
705475953783398401,2754,833
705442520700944385,4082,1465
705428427625635840,3528,1527
705239209544720384,2780,679
705223444686888960,2385,717
705102439679201280,1969,476
705066031337840642,2021,556
704871453724954624,3971,1019
704859558691414016,2077,477
704847917308362754,4717,1373
704819833553219584,2456,900
704761120771465216,6156,2641
704499785726889984,2669,908
704491224099647488,691,71
704480331685040129,3159,983
704364645503647744,7368,3241
704347321748819968,1450,314
704134088924532736,1391,413
704113298707505153,1720,521
704054845121142784,2701,845
703774238772166656,1713,406
703769065844768768,3022,1025
703631701117943808,2371,602
703611486317502464,3556,1386
703425003149250560,3510,1225
703407252292673536,2264,624
703382836347330562,3234,1035
703356393781329922,1772,347
703268521220972544,1832,495
703079050210877440,6837,2811
703041949650034688,24399,11355
702932127499816960,2378,655
702899151802126337,1490,413
702684942141153280,2994,966
702671118226825216,2024,509
702598099714314240,11359,3146
702539513671897089,2660,875
702332542343577600,2942,1388
702321140488925184,3038,956
702276748847800320,2289,696
702217446468493312,4407,1229
701981390485725185,3173,894
701952816642965504,3551,934
701889187134500865,3256,1261
701805642395348998,3130,1512
701601587219795968,1931,416
701570477911896070,2586,841
701545186879471618,2459,552
701214700881756160,11306,4649
700890391244103680,2049,511
700864154249383937,2409,562
700847567345688576,2285,453
700796979434098688,2263,864
700747788515020802,21078,8478
700518061187723268,2403,723
700505138482569216,2117,524
700462010979500032,3793,1630
700167517596164096,2440,658
700151421916807169,2062,611
700143752053182464,6948,2446
700062718104104960,2453,615
700029284593901568,1922,532
700002074055016451,3040,1207
699801817392291840,2783,852
699788877217865730,2070,471
699779630832685056,2513,1112
699775878809702401,1814,543
699691744225525762,9498,4172
699446877801091073,5529,2403
699434518667751424,2036,467
699423671849451520,1253,290
699413908797464576,1935,574
699370870310113280,1757,395
699323444782047232,2913,784
699088579889332224,2091,570
699079609774645248,2264,577
699072405256409088,2725,1083
699060279947165696,3443,1629
699036661657767936,2413,1094
698989035503689728,3090,880
698953797952008193,2494,833
698907974262222848,2343,556
698710712454139905,2278,621
698703483621523456,1333,338
698635131305795584,1198,315
698549713696649216,2152,561
698355670425473025,1709,398
698342080612007937,2083,873
698262614669991936,4419,1802
698195409219559425,15561,5467
698178924120031232,2599,678
697995514407682048,1419,307
697990423684476929,3026,1175
697943111201378304,2210,618
697881462549430272,2793,1059
697630435728322560,1605,499
697616773278015490,2903,926
697596423848730625,2792,1138
697575480820686848,1896,456
697516214579523584,1883,997
697482927769255936,2247,606
697463031882764288,3180,1277
697270446429966336,4361,1723
697259378236399616,3049,909
697255105972801536,2855,1059
697242256848379904,2336,618
696900204696625153,2929,942
696894894812565505,2178,621
696886256886657024,4462,1634
696877980375769088,2270,643
696754882863349760,1374,329
696744641916489729,1901,838
696713835009417216,2184,588
696518437233913856,3651,1574
696490539101908992,1136,127
696488710901260288,2319,930
696405997980676096,2940,1056
696100768806522880,1785,588
695816827381944320,2772,1058
695794761660297217,2926,709
695767669421768709,1712,666
695629776980148225,4216,1900
695446424020918272,4104,1660
695409464418041856,8018,3262
695314793360662529,3353,1306
695095422348574720,2469,552
695074328191332352,2623,999
695064344191721472,1480,530
695051054296211456,2444,719
694925794720792577,2507,826
694905863685980160,2547,842
694669722378485760,33120,13126
694356675654983680,1390,251
694352839993344000,1887,546
694342028726001664,1468,432
694329668942569472,1830,451
694206574471057408,3830,1862
694183373896572928,2719,844
694001791655137281,3150,927
693993230313091072,1743,361
693942351086120961,1630,331
693647888581312512,2486,523
693644216740769793,1268,115
693642232151285760,2363,379
693629975228977152,2267,723
693622659251335168,1420,339
693590843962331137,4669,1786
693582294167244802,1524,223
693486665285931008,1633,572
693280720173801472,3097,1127
693267061318012928,2205,735
693262851218264065,2053,452
693231807727280129,2666,673
693155686491000832,7279,2911
693109034023534592,1570,552
693095443459342336,1708,406
692919143163629568,2509,700
692905862751522816,2245,791
692901601640583168,1623,541
692894228850999298,2091,720
692828166163931137,2665,799
692752401762250755,6298,3317
692568918515392513,4044,1399
692535307825213440,2912,1240
692530551048294401,1709,370
692423280028966913,1369,198
692417313023332352,8675,3146
692187005137076224,2344,750
692158366030913536,1979,724
692142790915014657,1515,355
692041934689402880,3133,1135
692017291282812928,2680,873
691820333922455552,3671,1499
691793053716221953,7513,3840
691756958957883396,2608,890
691675652215414786,1799,461
691483041324204033,2207,503
691459709405118465,3743,1028
691444869282295808,2441,755
691416866452082688,17907,6936
691321916024623104,2393,602
691096613310316544,2769,797
691090071332753408,1606,307
690989312272396288,5458,2623
690959652130045952,3323,1120
690938899477221376,3782,1759
690932576555528194,3030,912
690735892932222976,3511,1158
690728923253055490,2008,469
690690673629138944,2157,752
690649993829576704,1202,250
690607260360429569,279,14
690597161306841088,1790,550
690400367696297985,1744,406
690374419777196032,2982,765
690360449368465409,2459,798
690348396616552449,1375,466
690248561355657216,1545,370
690021994562220032,2587,926
690015576308211712,2313,664
690005060500217858,3393,1544
689999384604450816,1309,330
689993469801164801,1349,409
689977555533848577,1272,410
689905486972461056,2264,624
689877686181715968,2807,1047
689835978131935233,2023,689
689661964914655233,3005,852
689659372465688576,9555,3492
689623661272240129,2048,581
689599056876867584,10803,5036
689557536375177216,1905,406
689517482558820352,3141,1301
689289219123089408,2076,853
689283819090870273,3025,1005
689280876073582592,1830,642
689275259254616065,1058,225
689255633275777024,2360,978
689154315265683456,2867,900
689143371370250240,1870,458
688916208532455424,2502,775
688908934925697024,1945,709
688898160958271489,1931,711
688894073864884227,2063,622
688828561667567616,1279,326
688804835492233216,890,170
688789766343622656,2063,605
688547210804498433,2409,627
688519176466644993,2156,661
688385280030670848,8580,4094
688211956440801280,2084,763
688179443353796608,1984,533
688116655151435777,2624,702
688064179421470721,1603,325
687841446767013888,5039,2258
687826841265172480,2527,1014
687818504314159109,2283,867
687807801670897665,2205,660
687732144991551489,1625,599
687704180304273409,2247,767
687664829264453632,1807,473
687494652870668288,1765,530
687480748861947905,1478,222
687476254459715584,1833,483
687460506001633280,1913,492
687399393394311168,1754,555
687317306314240000,18695,8365
687312378585812992,4022,1741
687127927494963200,4984,2060
687124485711986689,2024,462
687109925361856513,5373,2246
687102708889812993,2175,876
687096057537363968,2084,552
686947101016735744,8004,2912
686760001961103360,3246,1260
686749460672679938,3206,1322
686730991906516992,3816,1095
686683045143953408,2615,735
686618349602762752,3416,1240
686606069955735556,1756,493
686394059078897668,1600,634
686386521809772549,3019,792
686377065986265092,2054,516
686358356425093120,2001,602
686286779679375361,3730,1529
686050296934563840,2067,664
686035780142297088,1063,105
686034024800862208,2856,1041
686007916130873345,2285,367
686003207160610816,1684,564
685973236358713344,1941,478
685943807276412928,1499,536
685906723014619143,6916,2599
685681090388975616,1889,110
685667379192414208,2189,511
685663452032069632,2980,1336
685641971164143616,2697,700
685547936038666240,30450,14168
685532292383666176,2814,1048
685325112850124800,8695,3595
685321586178670592,2451,582
685315239903100929,3041,947
685307451701334016,1929,398
685268753634967552,2847,1079
685198997565345792,2144,589
685169283572338688,3788,1284
684969860808454144,2219,328
684959798585110529,6304,2820
684940049151070208,2967,948
684926975086034944,3225,417
684914660081053696,3227,1327
684902183876321280,1718,467
684880619965411328,1923,730
684830982659280897,32432,19748
684800227459624960,2516,906
684594889858887680,8192,3179
684588130326986752,3818,1283
684567543613382656,2769,1109
684538444857667585,2440,859
684481074559381504,3575,1073
684460069371654144,1821,503
684241637099323392,7504,2956
684225744407494656,1148,184
684222868335505415,3526,1241
684200372118904832,1988,947
684195085588783105,1765,458
684188786104872960,3231,1056
684177701129875456,1869,595
684147889187209216,2750,1377
684122891630342144,1865,426
684097758874210310,3804,1300
683857920510050305,3528,1022
683852578183077888,1795,317
683849932751646720,2418,858
683834909291606017,2421,1025
683828599284170753,2590,973
683773439333797890,3078,1222
683742671509258241,5984,3015
683515932363329536,6804,2624
683498322573824003,2936,874
683481228088049664,2452,906
683462770029932544,2245,620
683449695444799489,3583,1461
683391852557561860,7060,2183
683357973142474752,2674,825
683142553609318400,2650,940
683111407806746624,3151,820
683098815881154561,2002,590
683078886620553216,1861,520
683030066213818368,2000,672
682962037429899265,33868,14924
682808988178739200,1633,155
682788441537560576,2289,1019
682750546109968385,1409,398
682697186228989953,1211,332
682662431982772225,2823,987
682638830361513985,1913,535
682429480204398592,3187,1047
682406705142087680,6984,1590
682393905736888321,2079,598
682389078323662849,1543,425
682303737705140231,2829,889
682259524040966145,3818,1078
682242692827447297,2977,1040
682088079302213632,16830,8922
682059653698686977,4550,1533
682047327939461121,2952,849
682032003584274432,6075,1800
682003177596559360,2876,1373
681981167097122816,2599,922
681891461017812993,2275,747
681694085539872773,11836,3698
681679526984871937,1629,401
681654059175129088,2428,820
681610798867845120,1735,419
681579835668455424,3261,1180
681523177663676416,13203,5217
681340665377193984,1518,245
681339448655802368,8566,3709
681320187870711809,2418,672
681302363064414209,3604,1631
681297372102656000,2965,858
681281657291280384,2970,998
681261549936340994,1335,237
681242418453299201,1361,470
681231109724700672,2244,441
681193455364796417,3424,1342
680970795137544192,2217,586
680959110691590145,4230,1825
680940246314430465,2929,938
680934982542561280,1925,394
680913438424612864,2219,564
680889648562991104,1615,326
680836378243002368,3196,1185
680805554198020098,1987,607
680801747103793152,2191,743
680798457301471234,2610,940
680609293079592961,2415,629
680583894916304897,3318,1194
680497766108381184,3894,1736
680494726643068929,1576,440
680473011644985345,2348,674
680440374763077632,1331,443
680221482581123072,1363,262
680206703334408192,2593,1050
680191257256136705,1983,443
680176173301628928,3569,1400
680161097740095489,2144,673
680145970311643136,3314,1564
680130881361686529,2119,858
680115823365742593,2500,830
680100725817409536,3307,1254
680085611152338944,11772,8166
680070545539371008,2390,776
679877062409191424,1804,582
679872969355714560,2015,598
679862121895714818,2256,557
679854723806179328,2615,1105
679844490799091713,2188,687
679828447187857408,33234,12630
679777920601223168,2861,998
679736210798047232,1915,719
679729593985699840,1995,750
679722016581222400,1540,426
679530280114372609,4377,1889
679527802031484928,2433,653
679511351870550016,3076,1149
679503373272485890,2921,1340
679475951516934144,1929,585
679462823135686656,29465,17048
679405845277462528,2170,1074
679158373988876288,19472,7257
679148763231985668,2557,927
679132435750195208,2712,1037
679111216690831360,5441,2316
679062614270468097,15506,7218
679047485189439488,2058,588
679001094530465792,2603,1097
678991772295516161,2075,1019
678969228704284672,1499,409
678800283649069056,2357,821
678798276842360832,3169,1031
678774928607469569,2575,821
678767140346941444,3228,1232
678764513869611008,1483,417
678755239630127104,6497,2937
678740035362037760,3407,1492
678708137298427904,5137,2194
678675843183484930,2608,1321
678643457146150913,1882,360
678446151570427904,3658,1374
678424312106393600,5005,2284
678410210315247616,3829,1611
678399652199309312,73581,28631
678396796259975168,1457,375
678389028614488064,1715,383
678380236862578688,2246,822
678341075375947776,1576,474
678334497360859136,1183,225
678278586130948096,10427,5498
678255464182861824,1452,327
678023323247357953,1744,341
678021115718029313,12397,5646
677961670166224897,3145,1527
677918531514703872,1220,364
677895101218201600,4399,1846
677716515794329600,2790,879
677700003327029250,3117,1294
677698403548192770,1118,287
677687604918272002,2265,756
677673981332312066,3038,1352
677662372920729601,1778,843
677644091929329666,1713,728
677573743309385728,1941,600
677565715327688705,1191,413
